no,plant,animal,w,layer
1355,1820,Aglaope.infausta,0,H
1356,1820,Fungus.NI,0,H
1357,1820,Taphrina.deformans,0,H
1358,1820,Ungulates,0,H
1359,1820,NI,1,H
1360,1825,Yponomeuta.mahalebella,0,H
1361,1825,Hemaris.fuciformis,0,H
1362,1825,Iphiclides.podalirius.L,0,H
1363,1825,Hedya.pruniana,8,H
1364,1825,Orthoptera.NI,0,H
1365,1825,Myzus.cerasi,0,H
1366,1825,Aglaope.infausta,0,H
1367,1825,Fungus.NI,0,H
1368,1825,Taphrina.deformans,0,H
1369,1825,Ungulates,0,H
1370,1825,NI,0,H
1371,1929,Yponomeuta.mahalebella,8,H
1372,1929,Hemaris.fuciformis,0,H
1373,1929,Iphiclides.podalirius.L,0,H
1374,1929,Hedya.pruniana,41,H
1375,1929,Orthoptera.NI,5,H
1376,1929,Myzus.cerasi,0,H
1377,1929,Aglaope.infausta,5,H
1378,1929,Fungus.NI,3,H
1379,1929,Taphrina.deformans,0,H
1380,1929,Ungulates,0,H
1381,1929,NI,0,H
1382,8801,Yponomeuta.mahalebella,0,H
1383,8801,Hemaris.fuciformis,0,H
1384,8801,Iphiclides.podalirius.L,0,H
1385,8801,Hedya.pruniana,23,H
1386,8801,Orthoptera.NI,0,H
1387,8801,Myzus.cerasi,0,H
1388,8801,Aglaope.infausta,0,H
1389,8801,Fungus.NI,0,H
1390,8801,Taphrina.deformans,0,H
1391,8801,Ungulates,0,H
1392,8801,NI,1,H
1393,8808,Yponomeuta.mahalebella,10,H
1394,8808,Hemaris.fuciformis,0,H
1395,8808,Iphiclides.podalirius.L,0,H
1396,8808,Hedya.pruniana,6,H
1397,8808,Orthoptera.NI,0,H
1398,8808,Myzus.cerasi,5,H
1399,8808,Aglaope.infausta,0,H
1400,8808,Fungus.NI,0,H
1401,8808,Taphrina.deformans,0,H
1402,8808,Ungulates,0,H
1403,8808,NI,0,H
1404,8814,Yponomeuta.mahalebella,0,H
1405,8814,Hemaris.fuciformis,0,H
1406,8814,Iphiclides.podalirius.L,0,H
1407,8814,Hedya.pruniana,12,H
1408,8814,Orthoptera.NI,0,H
1409,8814,Myzus.cerasi,0,H
1410,8814,Aglaope.infausta,0,H
1411,8814,Fungus.NI,0,H
1412,8814,Taphrina.deformans,0,H
1413,8814,Ungulates,0,H
1414,8814,NI,0,H
1415,8865,Yponomeuta.mahalebella,0,H
1416,8865,Hemaris.fuciformis,0,H
1417,8865,Iphiclides.podalirius.L,0,H
1418,8865,Hedya.pruniana,21,H
1419,8865,Orthoptera.NI,0,H
1420,8865,Myzus.cerasi,0,H
1421,8865,Aglaope.infausta,0,H
1422,8865,Fungus.NI,0,H
1423,8865,Taphrina.deformans,0,H
1424,8865,Ungulates,0,H
1425,8865,NI,0,H
